quotes,
"The thing is that it is incredibly frustrating to anyone who would control it, because you can't predict the impact of any technology before you put it in place.",
Psychedelics are actually a kind of miraculous reality that can stand the test of objective examination.,
"So when you look at the eschaton what you see, strangely enough, is your own face.",
"Inwardness is the characteristic feature of the vegetable rather than the animal approach to existence. The animals move, migrate and swarm, while plants hold fast. Plants live in a dimension characterised by solid state, the fixed and the enduring. If there is movement in the consciousness of plants then it must be the movement of spirit and attention in the domain of vegetal imagination. (...) This is the truth that the shamans have always known and practiced. Awareness of the green side of mind was called Veriditas by the twelfth century visionary Hildegard Von Bingen.",
"I believe that what makes the psychedelic experience so central is that it is a connection into a larger modality of organization on the planet, which is a fancy way of saying it connects you up to the mind of Nature Herself.",
"The content of the dialogue with 'the Other' is a content that indicates that man's horizons are infinitely bright, that death is in fact, well, as Thomas Vaughn put it, 'the body is the placenta of the soul'",
"But a mature humanity could get into a place where we no longer required these metaphysical spankings from messiahs and flying saucers that come along every thousand years or so to mess up the mess that has been created and try and send people off on another tack. And the way to do this is to look at the abysses that confront man as species and individuals and try to unify them. And I think that psilocybin offers a way out because it allows a dialogue with the over-mind. You won't read about it in ""Scientific American"" or anywhere else. You will carry it out.",
"A history-stopping archetype is being released into the skies of this planet, and if we are not careful it will halt all intellectual inquiry in the same way that the Christos archetype halted intellectual inquiry in the Hellenistic Age.",
"I'm not an abuser. It takes me a long time to assimilate each experience. And I never have lost my respect for it. I mean I really feel dread. It is one of the emotions I always feel as I approach it, because I have no faith that my sails won't be ripped this time.",
"Our self discoveries make us each a microcosm of the larger pattern of history. The inertia of introspection leads toward recollection, for only through memory is the past recaptured and understood. In the fact of experiencing and making the present, we are all actors.",
"The thing that seemed to me so important about the psychedelic experience was that it happened to me. I wasn't reading John Chrysostom or Meister Eckhart. And so I assumed that I am a very ordinary person, therefore, if it happened to me it could happen to anyone.",
"What I always hoped for out of the psychedelic voyaging was to bring back something. I always felt, and still feel, that that is the attitude with which you should go into these things.",
"There is a belief that there is a hyperobject called Overmind, or God, that casts a shadow into time. History is our group experience if this shadow. As one draws closer and closer to the source of the shadow, the paradoxes intensify, the rate of change intensifies. What is happening is that the hyperobject is beginning to ingress into three-dimensional space.",
"This is a very central part of the psychedelic attitude toward the world, to entertain all possibilities but to never commit to belief. Belief always being seen as a kind of trap, because if you belief something you are forever precluded from believing its opposite.",
If you go to Paris you know more about reality than people who don't. If you smoke DMT you know more about reality than people who don't.,
I think that understanding man's place in nature is going to require integration of the psychedelic experience.,
"And the whole schtick of the psychedelic experience, I think, is reclaim immediate experience, realize that you out vote all parliaments, police forces, and major newspapers on the planet because, who knows, they may be illusions.",
"It [culture] invites people to diminish themselves, and dehumanize themselves by behaving like machines, meme processors of memes passed down from Madison Avenue, and Hollywood, and what have you.",
"Escape into the dream. Escape, a key thing charged against these drugs, that they are for escapists. I think the people who make this charge hardly dare dream to what degree they are escapist.",
In cyberspace things are built out of light.,
"What we really are is a community of mind, knitted together by codes and symbols, intuitions, aspirations, histories, hopes - the invisible world of the human experience is far more real to us than the visible world, which is little more than a kind of stage or screen on which we move.",
"The way I think of the psychedelics is, they are catalysts to the imagination.",
I think there is a global commonality of understanding coming into being. And it is not necessarily fostered by institutions.,
"What we now have is the freedom which attends decadence, or the decadence which attends freedom.",
"The creative act is a letting down of the net of human imagination into the ocean of chaos on which we are suspended, and the attempt to bring out of it ideas.",
"The world is MADE up of language. We can SAY that the world is composed of little demons doing calisthenics, each one the size of a pissant's eyebrow.... Or we can SAY the world is made of tiny wave mechanical packets of matter hurling through space at near the speed of light.... But notice that what we get each time are WORDS.",
Shamanism is just show business and philosophy is just a branch of that vaudevillian impulse.,
DMT is the most powerful hallucinogen there is. If it gets stronger than that I don't want to know about it.,
"Science is the special province of the ego. And magic and art are the special province of something else. I could name it, but I won't. It prefers to be unnamed",
"There has been no progress in 60,000 years in reducing the psychedelic experience to a known quantity. It is as terrifying, as awesome, as ecstatic, as irreducible to us as it was to them.",
"Buddhism is a heresy on Hinduism. It was Hinduism that did the dirty work for Buddhism, by the time Buddha came along priest-craft was an ancient tradition in India.",
"I think there's a shamanic temperament, which is a person who craves knowledge, knowledge in the Greek sense of gnosis. In other words, knowledge not of the sort where you subscribe to Scientific American, and it validates what you believe, but cosmologies constructed out of immediate experiences that are found to be always applicable.",
"Obviously, it's some kind of freely commanded modality in the psyche with which we can have a relationship if we will but evolve a control language and a dialogue. And it remains mysterious.",
The thing that excites me about these informational technologies is I think we are going to be able to use virtual reality to show each other the insides of our own heads.,
Information is just simply bootstrapping itself to higher and higher levels of self-reflection and self-coordination using whatever means are necessary.,
"This is a general comment that you should take a committed dose of whatever it is you're taking so that there is no ambiguity, because there's nothing worse than a sub-threshold psychedelic experience.",
Impressionism is simply twenty minutes into LSD.,
"Reality itself is not static. This is one of the things that the psychedelic is trying to put across, that the reality we're embedded in is itself some kind of an organism and is evolving toward a conclusion.",
The only frontier now left to exploit is not a frontier in space but a frontier in time. We steal the future from our children by plunging massively deeper and deeper into debt.,
"It is no coincidence that a rebirth of psychedelic use is occuring as we acquire the technological capability to leave the planet. The mushroom visions and the transformation of the human image precipitated by space exploration are spun together. Nothing less is happening than the emergence of a new human order. A telepathic, humane, universalist kind of human culture is emerging that will make everything that preceded it appear like the stone age.",
"If you play the cultural game, it's like playing only with clubs or something, or playing only with the red marked cards. You have to play with a full deck, and that includes this pre-linguistic surround in which we are embedded.",
"Even as the nineteenth century had to come to grips with the notion of human descent from apes, we must now come to terms with the fact that those apes were stoned apes.",
"The monkey body has carried us to this moment of release, but we are coming more and more to exist in a world made by the human imagination.",
We can begin the restructuring of thought by declaring legitimate what we have denied for so long. Lets us declare Nature to be legitimate. The notion of illegal plants is obnoxious and ridiculous in the first place.,
"If in fact the conservation and complexification of novelty is what the universe is striving for, then suddenly our own human enterprise, previously marginalized, takes on an immense new importance.",
"We can understand first of all that what is happening in the world of becoming, the world we all experience as beings, is that novelty is entering into being, and it is changing the modalities of the real world toward greater and greater levels of integration.",
"Language, thought, analysis, art, dance, poetry, mythmaking: these are the things that point the way toward the realm of the eschaton.",
"What is revealed through the psychedelic experience, I think, is a higher dimensional perspective on reality. And I use 'higher dimensional' in the mathematical sense.",
"So the idea is to triangulate a sufficiently large number of data points in your set of experience that you can make a model of the world that is not imprisoning. That's why, second to psychedelics, I think travel is the most boundary-dissolving, educational enterprise that you can get mixed up in.",
The sine qua non for obtaining a psychedelic experience is humbling yourself to the point where you admit that you must submit to the experience of the plant or the drug. This act of surrender is the major technical function you will be called upon to perform during the psychedelic trip.,
"And yet my, not only my faith, but my experience has led me to believe that the world is not a construction of space and time and matter and energy. That that mapping is insufficient. That the world is instead some kind of a linguistic construct. It is more in the nature of a sentence, or a novel, or a work of art than it is in the nature of these machine models of interlocking law that we inherit out of a thousand years of rational reductionism.",
"When we look within ourselves with psilocybin, we discover that we do not have to look outward toward the futile promise of life that circles distant stars in order to still our cosmic loneliness. We should look within; the paths of the heart lead to nearby universes full of life and affection for humanity.",
"We are reaping the fruits of ten thousand, fifty thousand years of sowing of the fields of mind. And it is being dropped into our laps for us to create human-machine interfacing, control of genetic material, redefinition of social reality, re engineering of languages, revisioning of the planetary ecology, all these things fall upon us.",
The purpose of life is to familiarize oneself with this after-death body so that the act of dying will not create confusion in the psyche.,
"One has, you know, a window of opportunity somewhere between zip and a hundred to solve, or understand, or penetrate, or appreciate, or come to terms with the conundrum of being, this amazing circumstance in which we find ourselves, both individually and collectively.",
"People without plants are in a state of perpetual neurosis, a state of existential wanting.",
"The world could be anything, you know, It could be a solid state matrix of some sort. It could be an illusion. It could be a dream. I mean it really could be a dream.",
I see the psychedelic experience as both the centerpiece of prehistoric life and destined to be the centerpiece of any future that we want to be part of.,
The entire drug phenomenon of the 1960s happened without the concept of shamanism to help it along.,
The notion of illegal plants and animals is obnoxious and ridiculous.,
Culture is your operating system.,
It is the imagination that argues for the Divine Spark within human beings. It is literally a decent of the World's Soul into all of us.,
Belief is a form of infantilism. There is no ground for believing anything.,
The numinous depth of the mystery that seems to have called us out of the animal mind is completely impenetrable to modern analysis.,
The discs which haunt the skies of Earth indicate that the unconscious cannot be kept waiting forever. These things are going to have to be dealt with.,
[This legendary Amazonian substance is] a cybernetic transdimentional medium of some sort that is generated out of the mysteries of the physiology of the human body.,
"I believe that great weirdness stalks the universe. That's not the issue with me, but it is not tacky. It is not tacky.",
"And certainly when I reached La Chorerra in 1971 I had a price on my head by the FBI, I was running out of money, I was at the end of my rope. And then “THEY” recruited me and said, “you know, with a mouth like yours there's a place for you in our organization“. And I've worked in deep background positions about which the less said the better. And then about 15 years ago they shifted me into public relations and I've been there to the present.",
Fine tuning the institutions built by powdered wig guys two hundred years ago is a long shot at holding the whole thing together.,
"It's my belief that one of the unconscious reasons which underlies the odd attitude of the establishment toward hallucinogens is the fact that they bring the mystery to the surface as an individual experience. In other words, you do not understand the psychedelic experience by getting a report from Time magazine or even the Economist. You only understand the psychedelic experience by having it.",
"To my mind this is what shamanic training must really be, is mnemonic training. If you want to bring the stuff back you have to train yourself to bring it back.",
There is not the Newtonian universe deployed throughout the parsecs and kiliocosms of physical space and the interior mental universe. They are the same thing.,
"It's as important to be well informed in this area, if you're going to do it, as it is to be well informed about procedures in skin diving and that sort of thing if you're going to do that.",
We are like coral animals embedded in a technological reef of extruded psychic objects...All our tool-making implies our belief in an ultimate tool.,
Ideologies are cultural memes. They are the most confining of the cultural memes. That's where culture gets real ugly. It is when you rub up against its ideologies.,
Time is a series of fluctuating variables.,
The sensory ratios that are being reinforced by the new electronic technology are like the sensory ratios that were in place fifteen thousand years ago. . . . Print imposes a condition on human mind which is now lifting.,
It's the impossible become possible and yet remaining impossible.,
Look at the reputation they gave him. [Giordano] Bruno without the pyre is a whiskey priest laying waste to the maids of Umbria.,
"I discovered early in life a stunning truth that's made my life very complicated in its wake, but that I still think is true, and it's that people are very easy to love.",
"National governments are under paid, under staffed, and under talented.",
"Apparently, in the Avesta classical period no one would have dreamed of having a spiritual experience without resort to drugs.",
"In a sense, sexuality is the built-in psychedelic experience that only a very few people manage to evade.",
"The psychedelic viewpoint is becoming more and more legitimate, but psychedelic drugs are not. That's the odd paradox of it.",
The central figure in the archaic revival is the shaman.,
The message of psychedelics is that culture can be re-engineered as a set of emotional and spiritual values rather than products. This is terrifying news.,
"Closure is a neurotic and infantile demand to make upon reality, other people, or language.",
"People are, in the confines of their own apartments, becoming Magellans of the interior world and reaching out to this alien thing and beginning to map it and bring back stories that can only be compared to the kind of stories that the chroniclers of the New World brought back to Spain at the close of the 15th century.",
"The possibility seems to be that what we call styles, or what we call motifs, are actually categories in the unconscious.",
"There is no dualism in the world of light. The conventions of relativity say that time slows down as one approaches the speed of light, but if one tries to imagine the point of view of a thing made of light, one must realize that what is never mentioned is that if one moves at the speed of light there is no time whatsoever... One exists in eternity, one has become eternal... One is then apart from the moving image; one exists in the completion of eternity.",
"The thing that is so powerful about the psychedelics is that they perform on demand, which almost in principle you cannot expect of a mystical experience because that would be essentially man ordering God at man's whim, which is not how it's supposed to work.",
Ultimate novelty must be a situation where all boundaries are dissolved.,
We get to the point then with modern science where you could almost say that modern science is the art of describing those systems so crude in their structure that they are not subject to temporal variables.,
"The psychedelic sets you at the beginning of the path, and then people do all kinds of things with it.",
"The party impulse is a very subversive impulse. I mean, you know, a lot of artists have too much integrity to sell their art as a brand; but who has so much integrity that they would turn down a party?",
"By manipulating queuing, by manipulating expectation, you can lead people to a fundamental confrontation, not only with themselves, but with the Other.",
It seems to me that it is psyche in a way that has become occluded by the perverse development of language.,
"Certainly neo-Platonism, Plotinus and Porphyry and that school are psychedelic philosophers. Their idea of an ascending hierarchy of more and more rarefied states is a sophisticated presentation of the shamanic cosmology, which is the cosmology that one experientially discovers when they involve themselves with psychedelics.",
"Certainly the central Platonic idea, which is the idea of the ideas, these archetypal forms which stand outside of time is one which is confirmed by the psychedelic experience.",
"History is the in-rushing toward what the Buddhists call the realm of the densely packed, a transformational realm where the opposites are unified.",
"It's a relationship like to a crusty Zen master, or something like that. And it is really like another entity because you cannot predict the answers.",
"No more do we create cultural artifacts that are simply our furniture, but now it's our thoughts, our values, are embodied in this [digital] stuff.",
"At the interface of the say-able and the unsay-able is the novel, the new, the never before seen, said or done. And that's what I think it's important to try and bring out, ideas. Because I think we are the animals that bring back ideas.",
"What good is a theory of how the universe works if it’s a series of tensor equations that, even when understood, come nowhere tangential to experience? The only intellectual or noetic or spiritual path worth following is one that builds on personal experience",
History is the siren song of the soul.,
"The shaman is a very peculiar figure. He is critical to the functioning of the psychological and social life of his community, but in a way he is always peripheral to it. He lives at the edge of the village. He is only called upon in matters of great social crisis. He is feared and respected. And this might be a description of these hallucinogenic substances.",
"The danger is [in using psychedelic drugs], just to put it out there, is madness.",
"Let's not underrate cannabis, for cryin' out loud. Cannabis should be the glue of the community.",
"Life, carefully examined, is actually a form of allegorical literature with a very tight constructural grid laid over it.",
"What is always left out of descriptions of the psychedelic state, the deep psychedelic state, is how weird it is.",
"The whole of the Amazonian narcotic complex, as it's called in the old literature, is based on activation of DMT by one strategy or another.",
"For unknown reasons, there is a tremendous concentration of psychoactive plants on the South American continent. The South American continent has more known hallucinogens than the rest of the planet combined.",
"The western mind, because of it's unique history, is the most sensitive mind to the impact of psychedelics.",
"A great turning point is in the offing. The world is changing. It's changed before, but not for a long time in our lives, not since before our lives. But now it's changing, and there are many many possibilities.",
"It doesn't matter what your cultural conditioning is, it falls into question under the influence of the psychedelic. And for most people that's frightening.",
"My hope is that I may bear witness to the fact that there is a great mystery calling to us all, beckoning across the landscape of our history, promising to realize itself and to give real meaning to what is otherwise only the confusion of our lives and our collective past.",
"The state in the matter of drugs should not, any more than in the matter of sex, act as the secret agent for the agenda of the church.",
I think with the work we do with these drugs we are the earliest pioneers in what over the next 100 years will lead to an understanding of consciousness almost as a thing apart from the monkey body and brain.,
"The traditional manner of taking psilocybin is to take a very healthy dose, in the vicinity of 15 mg. on an empty stomach in total darkness.",
"We have the tools, the intellect, the will to create a caring global culture. It isn't going to come without a recognition of the power of the psychedelic experience. The psychedelic experience is the birth right of every human being on the planet. It is as much a basic part of each and every one of us as our sexuality, our national identity, our consciousness of self. And any society which attempts to hold back or impede this dimension of self-expression, when the history of that society is written, it will be called barbarous.",
I'm not an advocate of drugs. I'm an advocate of psychedelics.,
We are living in a state of constant scientific revolution. There is not a single area that you can name that is now seen as it was seen a hundred years ago. Nothing is left of the world view of one hundred years ago.,
"I have never felt that the primary use of these things was to cure what is called in modern parlance neurosis, what I call unhappiness. It isn't for that.",
"History was an incredibly damaging experience, and now it's over . . . in a sense.",
"Eros is an ego-overwhelming, boundary dissolving, breakthrough creating force scripted into human life that is pretty intrinsically psychedelic.",
I have nothing but scorn for all weird ideas other than my own.,
"Experientially there is only one religion, and it is shamanism and shamanic ecstasy.",
"What we drug people have, that you don't, is repeatability.",
What people notice about [when they are on] LSD is either what's right or wrong with themselves or how freaky the world is.,
"Technique to me is a kind of a ... I'm reluctant to talk about it because it seems so obvious to me what good technique is. I mean, you sit down, you shut up, and you pay attention is basically the good technique. And then the footnotes add; on an empty stomach, in a dark room, feeling comfortable.",
History is just this froth of artifact production that has appeared in the last ten to fifteen thousand years. It spread across the planet very quickly. But that mind in man just goes back and back into the darkness.,
"A glacier rattles in the cupboard, the desert sighs in the bed, and the crack in the teacup opens a door to the land of the dead. The Maya call this Xibalba (Shibalba), the road to the dimension of the dead.",
"We were essentially torn from the Gaian womb, thrust into the birth canal of history, and expelled sometime around the fall of the Roman Empire into the cold hard world of modern science, existentialism and all the rest of it.",
"Because this is the world that science built, with the henchmen of capitalism and Christianity.",
"It's as though a certain level of intoxication with the mushroom is the precondition for being able to communicate, but is not itself enough.",
"So I submit to you that what we represent is a Fifth Column, a Fifth Column that represents the best aspirations that human community is capable of, a Fifth Column that is willing to look at the structure of the psyche in contrast to the mess of society, and willing to dream.",
"We love to congratulate ourselves on the forward-leaning liberal society that we live in, and the truth is it's a bunch of rattle snake-handling fundamentalists that are much closer to Stalin than they are to FDR or anybody else like that.",
"In the way that the 15th Century discovered the New World, the 20th Century discovered the parallel continuum.",
When we really understand time travel we may find out it's as common as dirt and has been going on all around us is all kinds of physical processes.,
"The race isn't to the swift, it's to the thoughtful.",
I can't think of a society on Earth where people don't take drugs that any of us would want anything to do with.,
Nature is actually the goal at the end of history.,
"This is the key. If you get into deep water with these substances, this is true of psilocybin as well, you don't want to clench, you don't want to assume the fetal position and stop breathing. You want to sit up straight and breathe, and sing, and sing it back, and it will step back. You can take control of your situation ... most of the time.",
"You can stand back and look at this planet and see that we have the money, the power, the medical understanding, the scientific know-how, the love, and the community to produce a kind of human paradise.",
"At still higher doses psilocybin triggers this activity in the language-forming capacity of the brain that manifests as song and vision. Psilocybin may have synergized the emergence of higher forms of psychic organization out of primitive protohuman animals. It can be seen as a kind of evolutionary enzyme, or evolutionary catalyst.",
"Inform yourself, inform your children, talk to your friends! And let's try to make a better, stonier world than the one we inherited!",
"The psychedelic species of visual beauty is something we don't see in our furniture styles and our architecture. It seems to be coming in, literally, from another dimension, and yet it is undeniably moving. It's beautiful.",
"Clearly, what is happening, I think, is there is a kind of global emergence of a new mental order.",
That's what a god is. Somebody who knows more than you do about whatever you're dealing with.,
"The data stream has been corrupted, return to first principles.",
The social consequence of the psychedelic experience is clear thinking -which trickles down as clear speech. Empowered speech.,
One of the things that people don't do enough of when they do psychedelic work is spend time in the library.,
"In other words, all these things you might cling to, Catholicism, democratic ideals, Hasidism, Marxism, Freudianism, all of these things are exposed [through use of psychedelics] as simply quaint cultural artifacts, painted masks and rattles assembled by people of good intent but clearly not great grasp of the situation.",
"There will be difficult moments in a five-gram trip, but on the other hand certain questions will be solved forever for you, because you will validate the existence of this dimension. You will see what your relationship to it is.",
We are like coral animals in a vast reef of excreted technological material that is wired for solid state data transfer.,
"Where psychedelics comes together with that is that it's going to require a transformation of human language and understanding to stop the momentum of the historical process, to halt nuclear proliferation, germ warfare, infantile 19th century politics, all these things. It cannot be accomplished through a frontal assault upon it by political means.",
What you call man is time.,
Culture is another dimension.,
"I'm proposing on one level that hallucinogens be thought of as almost as social pheromones that regulate the rate at which language develops, and therefore regulate human culture generally.",
It seems to me that right under the surface of human neurological organization is a mode shift of some sort that would make language beholdable.,
"And so, these are the things, the exploration of which, the singing about of which, makes us human beings. The exploration of the universe of the unseen is the business of human beings.",
"It was the fall into history that enslaved us to the labor cycle, to the agricultural cycle. And notice how fiendish it is.",
Transformation of language through psychedelic drugs is a central factor of the evolution of the social matrix of the rest of the century.,
"If the world is made of language, then you can hack it in the sense that you can hack code.",
"Ayahuasca, unlike mushrooms and all these other things is only as good as the person who made it. . . . The ayahuasca is a combinatory drug, and so it brings the human interaction and the lore of it into a much more central position.",
There's something in the Western mind that gets very nervous when you try to talk about the bedrock of ontology.,
Nature and the imagination seem to be the precursors to involvement in the psychedelic experience.,
The Gaian process is more than a process. It is s self-reflecting entelechy of some sort.,
"I'm not trying to sign people up to a creed, I'm much more interested in the people that disagree. These ideas are powerful but this isn't mysticism in the ordinary sense to be protected by mumblings about faith and all that. This is the real thing.",
History is like self-reflection through the medium of language propelling itself into self-recognition.,
"I'm meeting my obligations, somehow, always have, without ever truly working, without ever putting my shoulder to the wheel for the man. Of course I had to deal dope to do this!",
"This is where I think the psychedelics come in because they are anticipations of the future. They seem to channel information that is not strictly governed by the laws of normal causality. So that there really is a prophetic dimension, a glimpse of the potential of the far centuries of the future through these compounds.",
The good news about psychedelics is that they are incredibly democratic. Even the clueless can be swept along if the dose is sufficient.,
Part of what being involved in the psychedelic experience is about is reclaiming your own experience.,
"Ayahuasca is driven by sound, by song, by whistling. And its ability to transform sound, including vocal sound, into the visual spectrum indicates that some kind of information processing membrane or boundary is being overcome by the pharmacology of this stuff. And things normally experienced as acoustically experienced becomes visibly beheld, and it's quite spectacular.",
"An interesting thing about drugs is often, when a new drug is discovered, it takes a long time to figure out how do you do it.",
"What is happening here is we are living past the age, by the millions, living past the age where cultural values make any sense at all.",
I finally realized that this 'place' that I kept bursting into [on a psychedelic experience] was somebody's idea of a playpen.,
"I don't think that mass drug taking is a good idea. But I think that we must have a deputized minority, a shamanic professional class if you will, whose job is to bring ideas out of the deep black water and show them off to the rest of us and perform for our culture some of the cultural functions that shaman perform in pre-literate cultures.",
"It’s pretty simple, the ethical life. It’s just demanding.",
"These things which are made of light and grammar and sound that come chirping and squealing and tumbling toward you. 'Hooray! Welcome! You're here!', and in my case, 'You send so many and you come so rarely!'",
"I mean everybody knows there's something wrong with the world and if you read left wing politicians or deconstructionists or thoughtful historians they will offer thoughtful critiques of our situation. But the question is, you know, the Tolstoyian question; 'What is to be done?'",
"This rising global humanism is, in fact, the rising into consciousness of a tribal god similar to the kind of tribal god that functioned in these pre-Hellenic societies.",
"We are living in a very pivotal time. The time that we inherit from science is a time to humble you, to dwarf you. It tells you that the sun will not fluxuate for another billion years, that species come and go, and, in other words, on a temporal scale you don't matter. And that now doesn't matter. But when you look at the release of energy, the asymptotic speeding up of processes, we tend to be xenophobically oriented toward the human.",
"My normal lectures deal with the psychedelic experience as a generalized and historical phenomenon, but this effort at communication is slightly more personal in that it's an effort to impart [just] one idea that came out of an involvement with psychedelic substances.",
Standing outside the cultural hysteria the trend is fairly clear. It is a trend toward temporal compression and the emergence of ambiguity.,
"Don't diddle the dose. Once you have done your homework, go for it.",
"I think what electronic culture permits is incredible diversity, and what the print-created world demanded and created was tremendous suppression of diversity.",
"The immediate future of man lies in the imagination and in seeking the dimension where the imagination can be expressed. The present cultural crisis on the surface of the planet is caused by the fact that this is not a fitting theater for the exercise of imagination. It wrecks the planet. The planet has its own Eco-systemic dynamics, which are not the dynamics of imagination.",
"Safety is really a concern of mine, and what I've been telling people recently is that until there's animal and human data on a drug it should probably be looked at very carefully.",
You could almost describe psychedelics as enzymes for the activity of the imagination.,
But what I really am interested in is not the end of the world but everything which precedes it.,
"And psychedelics now, as we de-condition ourselves from the post-medieval world, they are present to hand as tools.",
Human history is a Gaian dream.,
I would argue that it's almost better to do heroin than to watch TV. At least when you're doing heroin you're responsible for your own reveries and thought processes. When you're mainlining TV what is it but endless messages to fetishize products?,
"In our own time, through integrative sciences like ecology and animal behavior and psychology we have re-understood what was forgotten during the reduction centuries of modern science. We've re-understood that the world is one thing, and it's a living thing. It's a thing with an intent and a spirit within it, and this is the key concept.",
"Basically, for me the psychedelic experience was the path to revelation. It actually worked on somebody who thought nothing would work.",
"For me, what all these years of psychedelic taking came to was a new model of how reality works, a new model of what the world is.",
"Is there a necessary succession in style, or are these things pure chance?",
I think transcending our cultures is going to be extraordinarily necessary for our survival. I don't think we can carry our cultures through the keyhole of the stretch of the next millennium,
"To me, the most amazing the most amazing transformation in my lifetime is not the revolution of the Sixties but the counter revolution of the Seventies, where they managed to put the cuckoo clock back together again",
"For me, the glory of the human animal is cognitive activity.",
Human populations that do not have contact with the psychedelic tremendum are neurotic because they are male ego dominated.,
"All psychedelic explorers should be aware of the concept of what is called a cognitive hallucination. The is a much more insidious phenomenon. This is, quite simply, an out-and-out delusion.",
"Tribalism is a social form which can exist at any level of technology. It's a complete illusion to associate it with low levels of technology. It is probably, in fact, a form of social organization second only to the family in its ability to endure.",
The human brain is the god of technological innovation.,
I spend as many hours a day as I possibly can smoking cannabis,
Each stage of cosmic development proceeded more quickly than the stage which preceded it.,
"The psychedelic experience is not a journey into the human unconscious, or into the ghost bards of our human civilization. It's a journey into the presence of the Gaian mind.",
"History is anomalous, and there is no way to get used to it.",
If you're truly psychedelic the difference between living and dying is quite immaterial. No pun intended.,
"What foods are, essentially, are idea-neutral drugs.",
"Ultimately, I think, what the psychedelic experience may be is a higher topological manifold of temporality.",
In the absence of good scientific data about the effects of artificial hallucinogens it's good to stick to the natural ones.,
This is how magic is done. By hurling yourself into the abyss and discovering its a feather bed.,
The 'person' is not an interchangeable part. The 'citizen' is. ... The person is harking back to a pre-print model. It's what the hippies were.,
"The human imagination, which is our great glory, has grown so powerful that we can barely unleash it on the surface of the planet.",
"Within the context of the alchemical vocabulary, the psychedelic experience, as brought to us through plants long in the possession of Aboriginal people, appears to be the identical phenomena.",
"The apocalypse is the millennium, and the psychedelics move you into the future.",
"The main thing going on in the 20th century is a dissolving of boundaries, all the boundaries that historical civilization put in place.",
"On these matters of specific fact, like is the mushroom an extraterrestrial and that sort of thing, I haven't the faintest idea. The mushroom itself is such a mercurial, elusive, Zen sort of personality that I never believe a word it says. I simply entertain its notions and try and sort through them, and I found that to be the most enriching approach to it.",
"Just because you have a nut theory it doesn't mean that you agree with other nut theories. In fact, it often makes you very hostile to them. After all, there's a limited pool there that we're all after.",
"Because I believe psychedelics are a kind of higher dimensional sectioning of reality, I think they give the kind of stereoscopic vision necessary to hold the entire hologram of what's happening in your mind. The old paradigm is gone.",
Shamanism is about shape shifting. Shamanism is about doing phenomenology with a tool kit that works.,
All of you who have been through high dose psychedelic experiences know that it's very hard to carry stupid baggage through that keyhole. In fact you're lucky if you just get your soul and yourselves through and intact.,
The real justification for psychedelics is that they feed new data into your model.,
I don't believe that shamanism without hallucinogens is authentic shamanism or comfortable shamanism.,
"And science, when it examines psychedelics, as it will and must, is going to discover a revolution, I believe, that will put all the previous revolutions in perspective.",
"What I've observed, and I think it's fair to give credit to the psychedelic experience for this, what I've observed is that nature builds on previously established levels of complexity.",
"Perhaps, you know, new laws, new domains of potential openness are occurring as the universe ages, and complexity previously disallowed is now possible, and we are that complexity. We are nature moving out of its genetic phase - a phase under the control of chemical genes, which are physical structures, in to an epigenetic phase, a phase of culture ruled by codes, transformable culturally confined codes - mathematics, religion, philosophy, art, dance, humor.",
Terror of the future can be put out to pasture with psychedelic shamanism.,
"Psychedelic experiences are beyond the reach of cultural manipulation, and discovering this and exploring it is somehow the frontier of maturity. Culture is a form of enforced infantilism. It's the last nursery, and most people never leave it.",
"The war on drugs was never meant to be won. Instead, it will be prolonged as long as possible in order to allow various intelligence operations to wring the last few hundreds of millions of dollars in illicit profits from the global drug scam; then defeat will have to be declared. ""Defeat"" will mean, as it did in the case of the Vietnam War, that the media will correctly portray the true dimensions of the situation and the real players, and that public revulsion at the culpability, stupidity and venality of the Establishment's role will force a policy review.",
"The quality of rhetoric emanating from the psychedelic community must improve radically. If it does not, we will forfeit the reclamation of our birthright and all opportunity for exploring the psychedelic dimension will be closed off.",
"Think about this for a moment, we grow so inured to these religious forms, think about the notion of instituting at the center of your religion a rite where you eat your god is probably a memory of a relationship to some kind of a psychedelic experience of some sort.",
"And the psychedelics, I believe, are the key to moving from wearing culture like cloths to recognizing that culture is this intensifying reflection of an aspect of the self and integrating it into the self.",
I think the experience over the past thousand years is that ideology is poisonous. . . . The world seen through the lens of ideology is a very limited world.,
"I started out in psychedelic drugs, and people said it was a flight from reality. It still is a flight from reality, but I think reality is now a bit more scary than the drugs we used to fly from it, so long ago.",
"It's the only hallucinogen I know, where if it's made right, the next day, or the day after the experience, you actually feel better than if you hadn't done it.",
"Eschaton comes from the Greek word 'echatos', which just means the end.",
"If you sit down with a person, or a watermelon for that matter, when you're stoned and sing into it, the quality of the hallucination is such that there is a way of thinking about it where you could say, 'This is an acoustical hologram of the interior of their body.'"" I don't say that.I just say, ""My goodness isn't it strange that I seem to be able to see inside of the watermelon when I'm doing this.'",
"What I like to talk about, and what I have very little competition in terms of talking about, is the content of the psychedelic experience.",
"Having lived long enough to go at least once or twice around the block, I'm noticing that the strangeness is not receding The strangeness seems to be accelerating.",
The central point about the psychedelic experience is the content of the experience. And this has been occluded or obfuscated by the behavioral and statistical and scientific methods that have been brought to bear to study hallucinogenic experience.,
"Television is, to my mind, the most insidious drug that the 20th Century has had to deal with.",
